,Time,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2,EVENT
14106,2016-02-25 07:59:00,4,0.13,8.28,732,235,0.017,0.113,1545,925,FALSE
14107,2016-02-25 08:00:00,4,0.14,8.32,737,235,0.019,0.114,1487,921,FALSE
14108,2016-02-25 08:01:00,4,0.14,8.32,739,235,0.013,0.114,1471,920,FALSE
14109,2016-02-25 08:02:00,4,0.14,8.31,740,235,0.016,0.113,1446,932,FALSE
14110,2016-02-25 08:03:00,4,0.14,8.31,741,235,0.017,0.114,1498,934,FALSE
14111,2016-02-25 08:04:00,4.1,0.14,8.3,742,235,0.016,0.114,1505,930,FALSE
14112,2016-02-25 08:05:00,4.1,0.14,8.28,742,235,0.018,0.116,1494,928,FALSE
14113,2016-02-25 08:06:00,4.1,0.14,8.27,742,235,0.015,0.114,1465,921,FALSE
14114,2016-02-25 08:07:00,4,0.14,8.26,742,235,0.016,0.116,1487,925,FALSE
14115,2016-02-25 08:08:00,4.1,0.14,8.25,742,235,0.019,0.114,1447,921,FALSE
14116,2016-02-25 08:09:00,4,0.14,8.24,744,235,0.013,0.116,1447,925,FALSE
14117,2016-02-25 08:10:00,4,0.14,8.23,744,235,0.016,0.117,1512,932,FALSE
14118,2016-02-25 08:11:00,4,0.14,8.23,745,235,0.015,0.117,1454,925,FALSE
14119,2016-02-25 08:12:00,4,0.14,8.22,745,235,0.016,0.116,1515,937,FALSE
14120,2016-02-25 08:13:00,4,0.14,8.21,745,235,0.015,0.116,1495,922,FALSE
14121,2016-02-25 08:14:00,4,0.14,8.21,745,235,0.013,0.114,1516,927,FALSE
14122,2016-02-25 08:15:00,4,0.14,8.21,745,235,0.012,0.114,1480,931,FALSE
14123,2016-02-25 08:16:00,4.1,0.14,8.2,745,235,0.017,0.114,1493,931,FALSE
14124,2016-02-25 08:17:00,4,0.14,8.2,746,235,0.017,0.114,1515,930,FALSE
14125,2016-02-25 08:18:00,4.1,0.14,8.2,746,235,0.018,0.113,1486,928,FALSE
14126,2016-02-25 08:19:00,4.1,0.14,8.2,746,235,0.016,0.114,1498,932,FALSE
14127,2016-02-25 08:20:00,4.1,0.14,8.21,746,235,0.013,0.111,1457,925,FALSE
14128,2016-02-25 08:21:00,4.1,0.14,8.21,746,232,0.011,0.113,1428,925,FALSE
14129,2016-02-25 08:22:00,4,0.14,8.21,746,232,0.02,0.113,1486,932,FALSE
14130,2016-02-25 08:23:00,4.1,0.14,8.22,746,232,0.021,0.113,1436,928,FALSE
14131,2016-02-25 08:24:00,4.1,0.14,8.23,746,232,0.014,0.114,1469,922,FALSE
14132,2016-02-25 08:25:00,4.1,0.14,8.23,746,232,0.02,0.111,1457,921,FALSE
14133,2016-02-25 08:26:00,4.1,0.14,8.25,746,235,0.018,0.114,1486,922,FALSE
14134,2016-02-25 08:27:00,4,0.14,8.26,746,235,0.016,0.114,1459,921,FALSE
14135,2016-02-25 08:28:00,4.1,0.14,8.26,746,235,0.014,0.113,1475,922,FALSE
14136,2016-02-25 08:29:00,4,0.14,8.28,746,232,0.017,0.113,1471,927,FALSE
14137,2016-02-25 08:30:00,4.1,0.14,8.28,746,232,0.01,0.114,1460,928,FALSE
14138,2016-02-25 08:31:00,4.1,0.14,8.28,746,232,0.018,0.114,1437,928,FALSE
14139,2016-02-25 08:32:00,4.1,0.14,8.29,746,235,0.015,0.114,1451,925,FALSE
14140,2016-02-25 08:33:00,4.1,0.14,8.3,746,232,0.016,0.114,1460,936,FALSE
14141,2016-02-25 08:34:00,4.1,0.14,8.32,746,232,0.018,0.114,1464,927,FALSE
14142,2016-02-25 08:35:00,4.1,0.14,8.32,746,232,0.013,0.114,1469,930,FALSE
14143,2016-02-25 08:36:00,4.1,0.14,8.32,746,235,0.015,0.116,1406,927,FALSE
14144,2016-02-25 08:37:00,4.1,0.14,8.32,746,235,0.012,0.116,1453,927,FALSE
14145,2016-02-25 08:38:00,4.1,0.14,8.33,746,232,0.015,0.114,1487,925,FALSE
14146,2016-02-25 08:39:00,4.1,0.14,8.34,747,232,0.015,0.114,1445,927,FALSE
14147,2016-02-25 08:40:00,4.1,0.14,8.34,746,235,0.016,0.114,1443,932,FALSE
14148,2016-02-25 08:41:00,4.1,0.14,8.34,746,235,0.014,0.114,1443,932,FALSE
14149,2016-02-25 08:42:00,4.1,0.14,8.35,746,232,0.016,0.117,1476,928,FALSE
14150,2016-02-25 08:43:00,4.1,0.14,8.35,747,232,0.015,0.116,1348,928,FALSE
14151,2016-02-25 08:44:00,4.1,0.14,8.36,747,235,0.016,0.116,1399,922,FALSE
14152,2016-02-25 08:45:00,4.1,0.14,8.36,747,232,0.02,0.114,1373,930,FALSE
14153,2016-02-25 08:46:00,4.1,0.14,8.34,747,235,0.015,0.114,1405,930,FALSE
14154,2016-02-25 08:47:00,4.1,0.14,8.36,747,235,0.015,0.116,1393,930,FALSE
14155,2016-02-25 08:48:00,4.1,0.14,8.35,747,232,0.014,0.116,1422,925,FALSE
14156,2016-02-25 08:49:00,4.1,0.14,8.36,748,235,0.014,0.114,1391,928,FALSE
14157,2016-02-25 08:50:00,4.1,0.14,8.36,748,235,0.014,0.114,1414,930,FALSE
14158,2016-02-25 08:51:00,4.1,0.14,8.35,748,235,0.018,0.114,1407,939,FALSE
14159,2016-02-25 08:52:00,4.1,0.14,8.35,748,232,0.018,0.114,1430,931,FALSE
14160,2016-02-25 08:53:00,4.1,0.14,8.34,748,232,0.013,0.114,1371,928,FALSE
14161,2016-02-25 08:54:00,4.1,0.14,8.34,748,232,0.016,0.114,1399,934,FALSE
14162,2016-02-25 08:55:00,4.1,0.14,8.34,748,232,0.015,0.114,1462,931,FALSE
14163,2016-02-25 08:56:00,4.1,0.14,8.34,749,232,0.016,0.114,1417,927,FALSE
14164,2016-02-25 08:57:00,4.1,0.14,8.34,749,232,0.016,0.114,1436,936,FALSE
14165,2016-02-25 08:58:00,4.1,0.14,8.33,749,232,0.015,0.114,1379,932,FALSE
14166,2016-02-25 08:59:00,4.1,0.14,8.33,749,232,0.018,0.114,1399,931,FALSE
14167,2016-02-25 09:00:00,4.1,0.14,8.32,749,232,0.017,0.114,1431,936,FALSE
14168,2016-02-25 09:01:00,4.1,0.14,8.32,749,232,0.015,0.114,1466,931,FALSE
14169,2016-02-25 09:02:00,4.1,0.14,8.31,749,232,0.014,0.114,1447,938,FALSE
14170,2016-02-25 09:03:00,4.1,0.14,8.31,749,232,0.021,0.116,1400,942,FALSE
14171,2016-02-25 09:04:00,4.1,0.14,8.29,749,232,0.013,0.116,1452,939,FALSE
14172,2016-02-25 09:05:00,4.1,0.14,8.29,749,232,0.015,0.114,1400,938,FALSE
14173,2016-02-25 09:06:00,4.1,0.14,8.29,749,232,0.015,0.114,1424,937,FALSE
14174,2016-02-25 09:07:00,4.1,0.14,8.29,750,232,0.02,0.114,1464,936,FALSE
14175,2016-02-25 09:08:00,4.1,0.14,8.29,750,232,0.015,0.114,1435,939,FALSE
14176,2016-02-25 09:09:00,4.1,0.13,8.29,750,232,0.021,0.114,1417,937,FALSE
14177,2016-02-25 09:10:00,4.1,0.13,8.28,749,232,0.019,0.114,1408,937,FALSE
14178,2016-02-25 09:11:00,4.1,0.14,8.29,750,232,0.015,0.114,1405,937,FALSE
14179,2016-02-25 09:12:00,4.1,0.14,8.28,750,232,0.016,0.114,1451,939,FALSE
14180,2016-02-25 09:13:00,4.1,0.14,8.28,750,232,0.017,0.116,1431,937,FALSE
14181,2016-02-25 09:14:00,4.1,0.14,8.28,750,232,0.015,0.118,1425,939,FALSE
14182,2016-02-25 09:15:00,4.1,0.13,8.28,750,232,0.015,0.117,1431,945,FALSE
14183,2016-02-25 09:16:00,4.1,0.14,8.28,750,232,0.014,0.118,1412,937,FALSE
14184,2016-02-25 09:17:00,4.1,0.14,8.28,750,232,0.018,0.118,1454,942,FALSE
14185,2016-02-25 09:18:00,4.1,0.13,8.29,750,232,0.013,0.118,1491,937,FALSE
14186,2016-02-25 09:19:00,4.1,0.14,8.29,750,232,0.015,0.12,1424,938,FALSE
14187,2016-02-25 09:20:00,4.1,0.13,8.29,750,232,0.018,0.118,1440,942,FALSE
14188,2016-02-25 09:21:00,4.1,0.14,8.29,750,232,0.018,0.118,1462,943,FALSE
14189,2016-02-25 09:22:00,4.1,0.14,8.29,750,232,0.014,0.118,1483,936,FALSE
14190,2016-02-25 09:23:00,4.1,0.14,8.29,750,232,0.015,0.12,1412,944,FALSE
14191,2016-02-25 09:24:00,4.1,0.14,8.29,750,232,0.01,0.117,1406,954,FALSE
14192,2016-02-25 09:25:00,4.1,0.14,8.3,750,232,0.016,0.117,1399,945,FALSE
14193,2016-02-25 09:26:00,4.1,0.14,8.31,750,232,0.014,0.118,1383,945,FALSE
14194,2016-02-25 09:27:00,4.1,0.14,8.32,750,232,0.014,0.118,1469,944,FALSE
14195,2016-02-25 09:28:00,4.1,0.14,8.31,750,232,0.018,0.118,1511,950,FALSE
14196,2016-02-25 09:29:00,4.1,0.14,8.32,750,232,0.012,0.118,1412,950,FALSE
14197,2016-02-25 09:30:00,4.1,0.14,8.32,750,232,0.016,0.118,1430,953,FALSE
14198,2016-02-25 09:31:00,4.1,0.14,8.34,750,232,0.013,0.118,1423,949,FALSE
14199,2016-02-25 09:32:00,4.1,0.14,8.33,750,232,0.012,0.117,1408,945,FALSE
14200,2016-02-25 09:33:00,4.1,0.14,8.35,750,232,0.013,0.118,1439,950,FALSE
14201,2016-02-25 09:34:00,4.1,0.14,8.34,750,232,0.012,0.118,1442,950,FALSE
14202,2016-02-25 09:35:00,4.1,0.14,8.35,750,228,0.016,0.116,1474,944,FALSE
14203,2016-02-25 09:36:00,4.1,0.14,8.34,750,228,0.014,0.116,1361,943,FALSE
14204,2016-02-25 09:37:00,4.1,0.14,8.36,750,228,0.017,0.116,1405,942,FALSE
14205,2016-02-25 09:38:00,4.1,0.14,8.37,750,228,0.018,0.114,1378,939,FALSE
14206,2016-02-25 09:39:00,4.1,0.14,8.38,750,228,0.015,0.114,1437,943,FALSE
14207,2016-02-25 09:40:00,4.1,0.14,8.38,750,228,0.017,0.114,1358,947,FALSE
14208,2016-02-25 09:41:00,4.1,0.14,8.38,750,228,0.013,0.113,1446,949,FALSE
14209,2016-02-25 09:42:00,4.1,0.14,8.38,750,228,0.011,0.113,1365,944,FALSE
14210,2016-02-25 09:43:00,4.1,0.14,8.39,750,228,0.013,0.113,1394,944,FALSE
14211,2016-02-25 09:44:00,4.1,0.14,8.4,750,228,0.014,0.111,1379,938,FALSE
14212,2016-02-25 09:45:00,4.1,0.14,8.4,750,228,0.015,0.113,1418,942,FALSE
14213,2016-02-25 09:46:00,4.1,0.14,8.41,749,228,0.017,0.111,1468,943,FALSE
14214,2016-02-25 09:47:00,4.1,0.14,8.42,750,228,0.015,0.113,1365,947,FALSE
14215,2016-02-25 09:48:00,4.1,0.14,8.41,749,228,0.018,0.113,1412,949,FALSE
14216,2016-02-25 09:49:00,4.2,0.14,8.42,750,228,0.012,0.114,1436,943,FALSE
14217,2016-02-25 09:50:00,4.2,0.15,8.42,750,228,0.012,0.113,1428,934,FALSE
14218,2016-02-25 09:51:00,4.1,0.14,8.42,750,228,0.016,0.113,1395,945,FALSE
14219,2016-02-25 09:52:00,4.1,0.14,8.42,750,228,0.015,0.113,1425,944,FALSE
14220,2016-02-25 09:53:00,4.2,0.14,8.42,750,228,0.017,0.113,1443,944,FALSE
14221,2016-02-25 09:54:00,4.1,0.14,8.42,750,228,0.016,0.116,1442,942,FALSE
